NOMBRE,LINK,2020,2019,EXPEDIENTE,TIPO COMPAÑIA,ACTIVIDAD ECONÓMICA,REGION,PROVINCIA,CIUDAD,TAMAÑO,SECTOR,CANT. EMPLEADOS,ACTIVO2020,PATRIMONIO2020,INGRESOS POR VENTA2020,UTILIDAD ANTES DE 2020,UTILIDAD DEL EJERCICIO2020,UTILIDAD NETA2020,IR CAUSADO2020,INGRESO TOTAL2020
SCHLUMBERGER DEL ECUADOR,https://www.linkedin.com/company/schlumberger/people/?facetGeoRegion=ec%3A0&keywords=ecuador,13.0,12,146446.0,ANÓNIMA,"B0910.01 - ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN, COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIÓN DIRIGIDA Y REPERFORACIÓN; PERFORACIÓN INICIAL; ERECCIÓN, REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN, CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS, BOMBEO, TAPONAMIENTO Y ABANDONO DE POZOS, ETCÉTERA; LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE, REALIZADAS EN EL LUGAR DE EXTRACCIÓN; DRENAJE Y BOMBEO.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,923.0,562901206.0,469308593.0,344575690.0,13862098.7,16308352.0,6700121.75,7161976.95,346110183.0
HOLCIM ECUADOR,https://ec.linkedin.com/company/holcim-ecuador?trk=companies_directory,14.0,13,2308.0,ANÓNIMA,"C2394.01 - FABRICACIÓN DE CEMENTOS HIDRÁULICOS, INCLUIDO CEMENTO DE PÓRTLAND, CEMENTO ALUMINOSO, CEMENTO DE ESCORIAS Y CEMENTO HIPERSULFATADO.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,736.0,544525429.02,399434372.5,312449493.7,102129691.0,114741651.26,85901986.42,16739830.7,312884101.01
TIENDAS INDUSTRIALES ASOCIADAS TIA,https://ec.linkedin.com/company/almacenestia?trk=companies_directory,15.0,19,3502.0,ANÓNIMA,"G4711.01 - VENTA AL POR MENOR DE GRAN VARIEDAD DE PRODUCTOS EN TIENDAS, ENTRE LOS QUE PREDOMINAN, LOS PRODUCTOS ALIMENTICIOS, LAS BEBIDAS O EL TABACO, COMO PRODUCTOS DE PRIMERA NECESIDAD Y VARIOS OTROS TIPOS DE PRODUCTOS, COMO PRENDAS DE VESTIR, MUEBLES, APARATOS, ARTÍCULOS DE FERRETERÍA, COSMÉTICOS, ETCÉTERA.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,7854.0,537151371.19,97979118.08,701575673.2,38662430.91,56665172.22,29030364.57,9632066.34,702874559.62
"UNION CEMENTERA NACIONAL, UCEM",https://ec.linkedin.com/company/union-cementera-nacional-s-a?trk=companies_directory,16.0,17,175121.0,ANÓNIMA,"C2395.01 - FABRICACIÓN DE COMPONENTES ESTRUCTURALES Y MATERIALES PREFABRICADOS PARA OBRAS DE CONSTRUCCIÓN O DE INGENIERÍA CIVIL DE HORMIGÓN, CEMENTO, PIEDRA ARTIFICIAL O YESO: LOSETAS, LOSAS, BALDOSAS, LADRILLOS, BLOQUES, PLANCHAS, PANELES, LÁMINAS, TABLEROS, CAÑOS, TUBOS, POSTES, ETCÉTERA.",SIERRA,CHIMBORAZO                                        ,RIOBAMBA                                          ,GRANDE,SOCIETARIO,602.0,535578755.0,310748229.0,126166208.0,13585814.9,15983312.0,11618070.2,1967744.79,129876143.0
DPWORLD POSORJA,https://www.linkedin.com/company/dp-world/people/?facetGeoRegion=ec%3A0,18.0,14,707891.0,ANÓNIMA,"F4290.11 - CONSTRUCCIÓN DE VÍAS DE NAVEGACIÓN, OBRAS PORTUARIAS Y FLUVIALES, PUERTOS DEPORTIVOS, ESCLUSAS, PRESAS Y DIQUES.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,567.0,503939185.0,63840687.0,29500135.7,-38835253.0,-38835253.0,-38835253.0,4077977.3878,31555039.4
LA FABRIL,https://ec.linkedin.com/company/la-fabril-s-a?trk=companies_directory,19.0,26,742.0,ANÓNIMA,"C1040.11 - ELABORACIÓN DE ACEITES CRUDOS VEGETALES (SIN REFINAR) DE: OLIVA, SOYA, PALMA, SEMILLA DE GIRASOL, SEMILLA DE ALGODÓN, COLZA, REPOLLO O MOSTAZA, LINAZA, ETCÉTERA.",COSTA,MANABI                                            ,MONTECRISTI                                       ,GRANDE,MERCADO DE VALORES,3308.0,496760005.64,142516020.0,489100748.0,5405308.31,6363186.26,4107362.0,2428914.08,507139223.61
CERVECERIA NACIONAL CN,https://ec.linkedin.com/company/cervecerianacional?trk=companies_directory,20.0,25,2448.0,ANÓNIMA,"C1103.01 - ELABORACIÓN DE BEBIDAS MALTEADAS COMO: CERVEZAS CORRIENTES DE FERMENTACIÓN ALTA, NEGRAS Y FUERTES, INCLUIDA CERVEZA DE BAJA GRADUACIÓN O SIN ALCOHOL.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,803.0,465730804.74,117618336.1,285126918.5,75382695.9,88688287.46,54688270.41,21371061.44,290614485.42
ACERIA DEL ECUADOR CA ADELCA.,https://ec.linkedin.com/company/adelca?trk=companies_directory,21.0,24,2.0,ANÓNIMA,"C2410.25 - FABRICACIÓN DE ÁNGULOS, PERFILES Y SECCIONES ABIERTAS DE ACERO LAMINADAS EN CALIENTE Y MEDIANTE CONFORMACIÓN PROGRESIVA EN UN LAMINADOR DE RULOS O MEDIANTE PLEGADO EN UNA PRENSA DE PRODUCTOS LAMINADOS PLANOS DE ACERO.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,MERCADO DE VALORES,1156.0,454061629.33,202583222.1,220606230.8,7832079.27,8584181.59,6886776.58,945302.69,222018616.45
ANDES PETROLEUM ECUADOR LTD.,https://www.linkedin.com/company/andes-petroleum-company/?originalSubdomain=ec,22.0,16,45534.0,SUCURSAL  EXTRANJERA,"B0610.00 - EXTRACCIÓN DE ACEITES CRUDOS DE PETRÓLEO, ESQUISTOS BITUMINOSOS Y ARENAS ALQUITRANADAS, PRODUCCIÓN DE PETRÓLEO CRUDO DE ESQUISTOS Y ARENAS BITUMINOSAS, PROCESOS DE OBTENCIÓN DE CRUDOS: DECANTACIÓN, DESALADO, DESHIDRATACIÓN, ESTABILIZACIÓN, ETCÉTERA.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,632.0,452707330.0,325715618.0,226881416.0,27030035.4,32411184.0,19406741.0,7623294.38,281160115.0
COMPANIA GENERAL DE COMERCIO Y MANDATO SOCIEDAD ANONIMA,https://www.linkedin.com/company/comandato-s-a/people/?facetGeoRegion=ec%3A0,24.0,36,2173.0,ANÓNIMA,"G4759.05 - VENTA AL POR MENOR DE ELECTRODOMÉSTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS: REFRIGERADORAS, COCINAS, MICROONDAS, ETCÉTERA.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,1125.0,413522191.93,60947218.41,110979737.6,0.0,-20197601.21,0.0,4077977.3878,110979737.62
DISTRIBUIDORA FARMACEUTICA ECUATORIANA (DIFARE),https://ec.linkedin.com/company/grupo-difare?trk=companies_directory,25.0,31,44313.0,ANÓNIMA,"G4649.22 - VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, INCLUSO VETERINARIOS.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,3672.0,402851640.96,79504695.17,850880294.1,29018904.05,731855281.32,23157739.37,5861164.68,850880294.12
EMPACADORA GRUPO GRANMAR EMPAGRAN,https://ec.linkedin.com/company/empagran?trk=companies_directory,26.0,28,20090.0,ANÓNIMA,"A0321.02 - EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN).",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,1230.0,390603175.87,115082045.9,162947329.6,-11455587.8,-11455587.85,-12485611.37,1295412.19,168742414.84
SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS SA,https://ec.linkedin.com/company/sociedad-agr-cola-e-industrial-san-carlos-?trk=companies_directory,27.0,29,2234.0,ANÓNIMA,"C1072.02 - ELABORACIÓN Y REFINADO DE AZÚCAR DE CAÑA Y MELAZA DE CAÑA; REMOLACHA AZUCARERA, ETCÉTERA.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,2304.0,375330544.53,256792483.9,134022836.0,4226305.81,4972124.48,3130786.79,657377.22,145482579.25
NEGOCIOS INDUSTRIALES REAL N.I.R.,https://ec.linkedin.com/company/negocios-industriales-real-nirsa-s-a?trk=companies_directory,28.0,33,3215.0,ANÓNIMA,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,5818.0,372882238.0,118814844.0,411125107.0,-342259085.0,3061399.0,-343796681.0,1537596.63,417991925.0
REYBANPAC REY BANANO DEL PACIFICO C.L.,https://www.linkedin.com/company/reybanpac/?originalSubdomain=ec,29.0,20,9134.0,RESPONSABILIDAD LIMITADA,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,6875.0,368879824.77,187307881.5,259801502.1,10194447.99,11993468.22,6818727.7,3375720.29,262935682.22
ALMACENES DE PRATI SA,https://ec.linkedin.com/company/almacenes-de-prati-?trk=companies_directory,31.0,32,3135.0,ANÓNIMA,"G4711.01 - VENTA AL POR MENOR DE GRAN VARIEDAD DE PRODUCTOS EN TIENDAS, ENTRE LOS QUE PREDOMINAN, LOS PRODUCTOS ALIMENTICIOS, LAS BEBIDAS O EL TABACO, COMO PRODUCTOS DE PRIMERA NECESIDAD Y VARIOS OTROS TIPOS DE PRODUCTOS, COMO PRENDAS DE VESTIR, MUEBLES, APARATOS, ARTÍCULOS DE FERRETERÍA, COSMÉTICOS, ETCÉTERA.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,437.0,363335123.0,257583411.0,181590176.0,18573318.1,21850962.0,13226947.6,5346370.46,208951975.0
PTIE- PHOENIX TOWER INTERNATIONAL ECUADOR,https://www.linkedin.com/company/phoenix-tower-international/?originalSubdomain=ec,32.0,65,715075.0,ANÓNIMA,"F4321.01 - INSTALACIÓN DE ACCESORIOS ELÉCTRICOS, LÍNEAS DE TELECOMUNICACIONES, REDES INFORMÁTICAS Y LÍNEAS DE TELEVISIÓN POR CABLE, INCLUIDAS LÍNEAS DE FIBRA ÓPTICA, ANTENAS PARABÓLICAS. INCLUYE CONEXIÓN DE APARATOS ELÉCTRICOS, EQUIPO DOMÉSTICO Y SISTEMAS DE CALEFACCIÓN RADIANTE.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,15.0,360764250.0,158110093.0,20183440.7,-37178079.0,-37178078.9,-37178079.0,4077977.3878,20183440.7
GISIS,https://ec.linkedin.com/company/gisis-s-a-?trk=companies_directory,33.0,42,70689.0,ANÓNIMA,"C1080.02 - FABRICACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES DE GRANJA (AVES, GANADO VACUNO, PORCINO, ETCÉTERA), ANIMALES ACUÁTICOS, INCLUIDOS ALIMENTOS CONCENTRADOS, SUPLEMENTOS ALIMENTICIOS, LA PREPARACIÓN DE ALIMENTOS SIN MEZCLAR (ELABORADOS A PARTIR DE UN ÚNICO PRODUCTO) Y LOS OBTENIDOS DEL TRATAMIENTO DE DESPERDICIOS DE MATADEROS.",COSTA,GUAYAS                                            ,ELOY ALFARO (DURAN)                               ,GRANDE,SOCIETARIO,658.0,359805892.0,183337230.0,498000729.0,70743643.7,83227816.0,62079819.9,8663823.87,500239280.0
INTERNATIONAL WATER SERVICES ( GUAYAQUIL ) INTERAGUA C. LTDA.,https://ec.linkedin.com/company/interagua-ec?trk=companies_directory,34.0,37,103476.0,RESPONSABILIDAD LIMITADA,"E3700.00 - ACTIVIDADES DE GESTIÓN DE SISTEMAS DE ALCANTARILLADO Y DE INSTALACIONES DE TRATAMIENTO DE AGUAS RESIDUALES; RECOLECCIÓN Y TRANSPORTE DE AGUAS RESIDUALES HUMANAS O INDUSTRIALES DE UNO O DIVERSOS USUARIOS, ASÍ COMO DE AGUA DE LLUVIA, POR MEDIO DE REDES DE ALCANTARILLADO, COLECTORES, TANQUES Y OTROS MEDIOS DE TRANSPORTE (CAMIONES CISTERNA DE RECOGIDA DE AGUAS NEGRAS, ETCÉTERA); VACIADO Y LIMPIEZA DE POZOS NEGROS Y FOSAS SÉPTICAS, FOSOS Y POZOS DE ALCANTARILLADOS; MANTENIMIENTO DE INODOROS DE ACCIÓN QUÍMICA; TRATAMIENTO DE AGUAS RESIDUALES (INCLUIDAS AGUAS RESIDUALES HUMANAS E INDUSTRIALES, AGUA DE PISCINAS, ETCÉTERA) MEDIANTE PROCESOS FÍSICOS, QUÍMICOS Y BIOLÓGICOS COMO LOS DE DILUCIÓN, CRIBADO, FILTRACIÓN, SEDIMENTACIÓN, ETCÉTERA; MANTENIMIENTO Y LIMPIEZA DE CLOACAS Y ALCANTARILLAS, INCLUIDO EL DESATASCO DE CLOACAS.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,938.0,350298712.0,158468167.0,164681313.0,-3263920.4,21759470.0,-7841510.5,4577590.1,170991377.0
ENAP SIPETROL,https://www.linkedin.com/company/enap-sipetrol-s.a./?originalSubdomain=ec,35.0,44,47559.0,SUCURSAL  EXTRANJERA,"B0610.00 - EXTRACCIÓN DE ACEITES CRUDOS DE PETRÓLEO, ESQUISTOS BITUMINOSOS Y ARENAS ALQUITRANADAS, PRODUCCIÓN DE PETRÓLEO CRUDO DE ESQUISTOS Y ARENAS BITUMINOSAS, PROCESOS DE OBTENCIÓN DE CRUDOS: DECANTACIÓN, DESALADO, DESHIDRATACIÓN, ESTABILIZACIÓN, ETCÉTERA.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,162.0,349491326.0,161685870.0,190023566.0,100745810.0,116879503.5,77889743.0,22856066.5,190258139.0
ALMACENES JUAN ELJURI CIA. LTDA.,https://ec.linkedin.com/company/juaneljuri?trk=companies_directory,36.0,35,30152.0,RESPONSABILIDAD LIMITADA,"G4649.11 - VENTA AL POR MAYOR DE ELECTRODOMÉSTICOS Y APARATOS DE USO DOMÉSTICO: REFRIGERADORAS, COCINAS, LAVADORAS, ETCÉTERA. INCLUYE EQUIPOS DE TELEVISIÓN, ESTÉREOS (EQUIPOS DE SONIDO), EQUIPOS DE GRABACIÓN Y REPRODUCTORES DE CD Y DVD, CINTAS DE AUDIO Y VIDEO CDS, DVD GRABADAS.",SIERRA,AZUAY                                             ,CUENCA                                            ,GRANDE,SOCIETARIO,591.0,346289666.0,28355413.6,100827810.0,-72857396.0,-1092.0,-73916299.0,1058902.65,111601966.0
GERARDO ORTIZ E HIJOS C LTDA,https://www.linkedin.com/company/gerardo-ortiz-e-hijos/,39.0,51,30514.0,RESPONSABILIDAD LIMITADA,G4690.00 - VENTA AL POR MAYOR DE DIVERSOS PRODUCTOS SIN ESPECIALIZACIÓN.,COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,320.0,328269066.0,137326012.0,369714620.0,24796401.2,29172237.0,18014096.4,6782304.85,372476516.0
SUDAMERICANA INTEGRAL DE CONSTRUCCIONES SUDINCO,https://www.linkedin.com/in/sudamericana-integral-de-construcciones-sudinco-s-a-85a505171/?originalSubdomain=ec,40.0,39,12800.0,ANÓNIMA,"F4210.12 - OBRAS DE SUPERFICIE EN CALLES, CARRETERAS, AUTOPISTAS, PUENTES O TÚNELES, ASFALTADO DE CARRETERA, PINTURA Y OTROS TIPOS DE MARCADO DE CARRETERA, INSTALACIÓN DE BARRERAS DE EMERGENCIA, SEÑALES DE TRÁFICO Y ELEMENTOS SIMILARES. INCLUYE LA CONSTRUCCIÓN DE PISTAS PARA AEROPUERTOS.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,1035.0,327048968.0,306134279.0,85939021.2,6916678.08,8052457.3,4570319.27,2346358.81,89887514.3
PLUSPETROL ECUADOR B.V.,https://www.linkedin.com/company/pluspetrol/?originalSubdomain=ec,42.0,45,86185.0,SUCURSAL  EXTRANJERA,"B0610.00 - EXTRACCIÓN DE ACEITES CRUDOS DE PETRÓLEO, ESQUISTOS BITUMINOSOS Y ARENAS ALQUITRANADAS, PRODUCCIÓN DE PETRÓLEO ",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,251.0,296362616.0,246090018.0,70692586.5,26625.09,26625.0,26625.09,4077977.3878,71106586.5
CNPC CHUANQING DRILLING ENGINEERING COMPANY LIMITED,https://www.linkedin.com/company/cnpc-chuanqing-drilling-engineering-company-limited-ccdc-/?originalSubdomain=ec,43.0,47,91881.0,SUCURSAL  EXTRANJERA,"B0910.01 - ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN, COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIÓN DIRIGIDA Y REPERFORACIÓN; PERFORACIÓN INICIAL; ERECCIÓN, REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN, CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS, BOMBEO, TAPONAMIENTO Y ABANDONO DE POZOS, ETCÉTERA; LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE, REALIZADAS EN EL LUGAR DE EXTRACCIÓN; DRENAJE Y BOMBEO.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,661.0,286469052.0,25792420.5,92809465.7,-1514337.9,-1514338.0,-1664778.9,150440.97,95895287.5
HALLIBURTON LATIN AMERICA S.R.L.,https://www.linkedin.com/company/halliburton/?originalSubdomain=ec,44.0,27,8018.0,SUCURSAL  EXTRANJERA,"B0910.01 - ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN, COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIÓN DIRIGIDA Y REPERFORACIÓN; PERFORACIÓN INICIAL; ERECCIÓN, REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN, CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS, BOMBEO, TAPONAMIENTO Y ABANDONO DE POZOS, ETCÉTERA; LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE, REALIZADAS EN EL LUGAR DE EXTRACCIÓN; DRENAJE Y BOMBEO.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,365.0,282147598.0,108911284.0,85226701.1,-8799909.1,-8799909.1,-9966755.7,1166846.61,85387700.9
